Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.2026-05-22 14:34:43 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 15:59:55 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 15:59:56 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:59:57 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:59:58 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:59:59 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:00:00 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 16:00:01 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:00:02 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:00:03 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:00:04 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 16:00:05 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:00:06 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:00:07 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:00:08 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:00:09 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:00:10 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:00:11 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:00:12 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:00:13 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:00:14 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:00:15 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 16:00:16 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:00:17 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:00:18 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:00:19 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:00:20 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 16:00:21 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:00:22 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 16:00:23 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:00:24 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:00:25 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:00:26 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:00:27 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:00:28 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 16:00:29 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:00:30 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:00:31 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:00:32 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:00:33 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:00:34 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:00:35 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:00:36 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:00:37 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:00:38 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:00:39 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:00:40 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:00:41 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 16:00:42 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:00:43 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:00:44 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:00:45 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:00:46 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 16:00:47 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:00:48 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:00:49 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 16:00:50 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:00:51 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:00:52 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:00:53 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 16:00:54 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:00:55 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 16:00:56 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:00:57 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:00:58 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:00:59 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:01:00 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:01:01 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:01:02 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:01:03 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:01:04 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:01:05 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:01:06 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:01:07 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:01:08 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:01:09 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 16:01:10 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 16:01:11 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:01:12 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 16:01:13 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:01:14 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:01:15 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 16:01:16 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:01:17 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:01:18 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:01:19 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:01:20 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:01:21 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:01:22 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:01:23 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 16:01:24 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:01:25 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:01:26 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:01:27 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 16:01:28 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:01:29 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 16:01:30 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:01:31 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:01:32 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:01:33 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:01:34 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:01:35 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:01:36 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:01:37 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:01:38 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:01:39 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:01:40 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:01:41 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:01:42 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:01:43 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:01:44 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:01:45 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:01:46 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:01:47 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:01:48 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:01:49 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 16:01:50 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:01:51 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:01:52 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 16:01:53 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:01:54 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:01:55 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:01:56 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 16:01:57 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:01:58 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:01:59 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:02:00 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:02:01 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:02:02 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:02:03 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:02:04 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:02:05 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 16:02:06 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 16:02:07 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:02:08 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:02:09 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:02:10 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 16:02:11 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:02:12 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:02:13 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 16:02:14 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:02:15 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:02:16 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:02:17 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:02:18 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:02:19 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:02:20 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 16:02:21 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:02:22 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 16:02:23 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:02:24 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 16:02:25 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:02:26 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:02:27 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:02:28 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:02:29 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:02:30 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 16:02:31 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:02:32 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:02:33 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:02:34 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:02:35 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:02:36 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 16:02:37 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:02:38 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 16:02:39 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:02:40 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:02:41 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 16:02:42 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:02:43 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:02:44 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:02:45 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 16:02:46 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 16:02:47 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:02:48 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 16:02:49 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:02:50 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 16:02:51 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:02:52 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:02:53 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 16:02:54 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:02:55 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:02:56 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 16:02:57 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 16:02:58 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:02:59 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:03:00 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:03:01 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:03:02 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:03:03 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:03:04 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:03:05 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:03:06 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:03:07 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:03:08 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 16:03:09 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:03:10 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:03:11 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:03:12 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:03:13 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:03:14 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:03:15 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:03:16 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:03:17 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:03:18 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:03:19 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:03:20 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:03:21 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:03:22 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:03:23 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 16:03:24 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 16:03:25 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:03:26 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 16:03:27 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:03:28 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:03:29 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 16:03:30 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:03:31 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:03:32 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:03:33 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:03:34 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 16:03:35 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 16:03:36 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:03:37 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 16:03:38 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 16:03:39 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:03:40 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:03:41 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:03:42 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:03:43 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:03:44 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:03:45 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:03:46 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 16:03:47 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:03:48 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:03:49 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:03:50 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:03:51 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:03:52 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:03:53 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:03:54 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:03:55 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:03:56 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:03:57 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 16:03:58 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:03:59 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:04:00 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 16:04:01 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:04:02 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:04:03 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:04:04 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 16:04:05 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:04:06 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:04:07 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:04:08 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:04:09 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:04:10 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:04:11 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 16:04:12 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:04:13 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:04:14 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:04:15 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:04:16 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:04:17 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:04:18 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 16:04:19 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:04:20 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 16:04:21 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 16:04:22 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:04:23 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 16:04:24 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:04:25 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 16:04:26 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:04:27 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 16:04:28 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 16:04:29 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:04:30 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:04:31 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 16:04:32 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:04:33 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:04:34 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:04:35 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:04:36 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 16:04:37 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 16:04:38 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 16:04:39 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:04:40 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:04:41 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:04:42 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:04:43 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:04:44 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 16:04:45 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 16:04:46 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:04:47 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:04:48 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 16:04:49 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:04:50 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:04:51 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:04:52 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:04:53 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:04:54 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:04:55 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:04:56 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:04:57 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 16:04:58 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 16:04:59 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 16:05:00 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:05:01 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:05:02 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:05:03 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:05:04 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:05:05 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:05:06 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:05:07 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:05:08 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:05:09 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:05:10 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 16:05:11 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 16:05:12 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 16:05:13 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:05:14 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:05:15 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:05:16 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 16:05:17 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:05:18 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 16:05:19 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 16:05:20 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 16:05:21 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 16:05:22 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 16:05:23 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 16:05:24 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 16:05:25 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 16:05:26 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:05:27 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:05:28 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 16:05:29 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 16:05:30 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 16:05:31 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:05:32 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 16:05:33 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:05:34 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 16:05:35 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 16:05:36 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 16:05:37 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 16:05:38 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:05:39 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 16:05:40 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 16:05:41 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 16:05:42 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 16:05:43 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 16:05:44 | Device: pump_01 | Temp: 69 | Temperature normal
